"it" "im" "dep" "meth" "out"
"1" 2 1 "CBCLAgg13_Mother_Year5" "pmm" "Coparent_Total_Mother"
"2" 2 1 "CBCLAgg16_Mother_Year5" "pmm" "Coparent_Total_Mother"
"3" 2 1 "CBCLAgg4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"4" 2 1 "CBCLAnxDep11_Mother_Year5" "pmm" "Coparent_Total_Mother"
"5" 2 1 "CBCLAnxDep2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"6" 2 1 "CBCLAnxDep5_PrimaryCaregiver_Year5" "pmm" "CBCL_EmoDysreg_Total"
"7" 2 1 "CBCLAnxDep6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"8" 2 1 "CBCLAnxDep7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"9" 2 1 "CBCLAtt1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"10" 2 1 "CBCLAtt2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"11" 2 1 "CBCLAtt3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"12" 2 1 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father"
"13" 2 1 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"14" 2 1 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"15" 2 1 "MothersEdu_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"16" 2 1 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"17" 2 1 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"18" 2 1 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father"
"19" 2 1 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"20" 2 1 "MotherRace_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"21" 2 1 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"22" 2 2 "CBCLAgg13_Mother_Year5" "pmm" "Coparent_Total_Mother"
"23" 2 2 "CBCLAgg16_Mother_Year5" "pmm" "Coparent_Total_Mother"
"24" 2 2 "CBCLAgg4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"25" 2 2 "CBCLAnxDep11_Mother_Year5" "pmm" "Coparent_Total_Mother"
"26" 2 2 "CBCLAnxDep2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"27" 2 2 "CBCLAnxDep5_PrimaryCaregiver_Year5" "pmm" "CBCL_EmoDysreg_Total"
"28" 2 2 "CBCLAnxDep6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"29" 2 2 "CBCLAnxDep7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"30" 2 2 "CBCLAtt1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"31" 2 2 "CBCLAtt2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"32" 2 2 "CBCLAtt3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"33" 2 2 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father"
"34" 2 2 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"35" 2 2 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"36" 2 2 "MothersEdu_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"37" 2 2 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"38" 2 2 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"39" 2 2 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father"
"40" 2 2 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"41" 2 2 "MotherRace_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"42" 2 2 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"43" 2 3 "CBCLAgg13_Mother_Year5" "pmm" "Coparent_Total_Mother"
"44" 2 3 "CBCLAgg16_Mother_Year5" "pmm" "Coparent_Total_Mother"
"45" 2 3 "CBCLAgg4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"46" 2 3 "CBCLAnxDep11_Mother_Year5" "pmm" "Coparent_Total_Mother"
"47" 2 3 "CBCLAnxDep2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"48" 2 3 "CBCLAnxDep5_PrimaryCaregiver_Year5" "pmm" "CBCL_EmoDysreg_Total"
"49" 2 3 "CBCLAnxDep6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"50" 2 3 "CBCLAnxDep7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"51" 2 3 "CBCLAtt1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"52" 2 3 "CBCLAtt2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"53" 2 3 "CBCLAtt3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"54" 2 3 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father"
"55" 2 3 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"56" 2 3 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"57" 2 3 "MothersEdu_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"58" 2 3 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"59" 2 3 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"60" 2 3 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father"
"61" 2 3 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"62" 2 3 "MotherRace_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"63" 2 3 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"64" 2 4 "CBCLAgg13_Mother_Year5" "pmm" "Coparent_Total_Mother"
"65" 2 4 "CBCLAgg16_Mother_Year5" "pmm" "Coparent_Total_Mother"
"66" 2 4 "CBCLAgg4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"67" 2 4 "CBCLAnxDep11_Mother_Year5" "pmm" "Coparent_Total_Mother"
"68" 2 4 "CBCLAnxDep2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"69" 2 4 "CBCLAnxDep5_PrimaryCaregiver_Year5" "pmm" "CBCL_EmoDysreg_Total"
"70" 2 4 "CBCLAnxDep6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"71" 2 4 "CBCLAnxDep7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"72" 2 4 "CBCLAtt1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"73" 2 4 "CBCLAtt2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"74" 2 4 "CBCLAtt3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"75" 2 4 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father"
"76" 2 4 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"77" 2 4 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"78" 2 4 "MothersEdu_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"79" 2 4 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"80" 2 4 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"81" 2 4 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father"
"82" 2 4 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"83" 2 4 "MotherRace_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"84" 2 4 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"85" 2 5 "CBCLAgg13_Mother_Year5" "pmm" "Coparent_Total_Mother"
"86" 2 5 "CBCLAgg16_Mother_Year5" "pmm" "Coparent_Total_Mother"
"87" 2 5 "CBCLAgg4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"88" 2 5 "CBCLAnxDep11_Mother_Year5" "pmm" "Coparent_Total_Mother"
"89" 2 5 "CBCLAnxDep2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"90" 2 5 "CBCLAnxDep5_PrimaryCaregiver_Year5" "pmm" "CBCL_EmoDysreg_Total"
"91" 2 5 "CBCLAnxDep6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"92" 2 5 "CBCLAnxDep7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"93" 2 5 "CBCLAtt1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"94" 2 5 "CBCLAtt2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"95" 2 5 "CBCLAtt3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"96" 2 5 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father"
"97" 2 5 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"98" 2 5 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"99" 2 5 "MothersEdu_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"100" 2 5 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"101" 2 5 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"102" 2 5 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father"
"103" 2 5 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"104" 2 5 "MotherRace_Mother_Baseline" "polyreg" "Coparent_Total_Mother"
"105" 2 5 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"106" 2 6 "CBCLAgg13_Mother_Year5" "pmm" "Coparent_Total_Mother"
"107" 2 6 "CBCLAgg16_Mother_Year5" "pmm" "Coparent_Total_Mother"
"108" 2 6 "CBCLAgg4_Mother_Year5" "pmm" "Coparent_Total_Mother"
