"it" "im" "dep" "meth" "out"
"1" 2 1 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father"
"2" 2 1 "FathersAge_Father_Baseline" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"3" 2 1 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father, Depression_Total_Father"
"4" 2 1 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"5" 2 1 "FathersPoverty_Father_Baseline" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"6" 2 1 "MothersEdu_Mother_Baseline" "polyreg" "Coparent_Total_Mother, Depression_Total_Mother"
"7" 2 1 "Coparent_item1_Father_Year5" "pmm" "Depression_Total_Father"
"8" 2 1 "Coparent_item2_Father_Year5" "pmm" "Depression_Total_Father"
"9" 2 1 "Coparent_item3_Father_Year5" "pmm" "Depression_Total_Father"
"10" 2 1 "Coparent_item4_Father_Year5" "pmm" "Depression_Total_Father"
"11" 2 1 "Coparent_item5_Father_Year5" "pmm" "Depression_Total_Father"
"12" 2 1 "Coparent_item6_Father_Year5" "pmm" "Depression_Total_Father"
"13" 2 1 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"14" 2 1 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"15" 2 1 "Coparent_item1_Mother_Year5" "pmm" "Depression_Total_Mother"
"16" 2 1 "Coparent_item2_Mother_Year5" "pmm" "Depression_Total_Mother"
"17" 2 1 "Coparent_item3_Mother_Year5" "pmm" "Depression_Total_Mother"
"18" 2 1 "Coparent_item4_Mother_Year5" "pmm" "Depression_Total_Mother"
"19" 2 1 "Coparent_item5_Mother_Year5" "pmm" "Depression_Total_Mother"
"20" 2 1 "Coparent_item6_Mother_Year5" "pmm" "Depression_Total_Mother"
"21" 2 1 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"22" 2 1 "Coparent_item7_Mother_Year5" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"23" 2 1 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother, Depression_Total_Mother"
"24" 2 1 "Depression_item1_Father_Year5" "pmm" "Coparent_Total_Father"
"25" 2 1 "Depression_item2_Father_Year5" "pmm" "Coparent_Total_Father"
"26" 2 1 "Depression_item3_Father_Year5" "pmm" "Coparent_Total_Father"
