"it" "im" "dep" "meth" "out"
"1" 2 1 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"2" 2 1 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"3" 2 1 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"4" 2 1 "Coparent_item1_Father_Year5" "pmm" "Depression_Total_Father"
"5" 2 1 "Coparent_item2_Father_Year5" "pmm" "Depression_Total_Father"
"6" 2 1 "Coparent_item3_Father_Year5" "pmm" "Depression_Total_Father"
"7" 2 1 "Coparent_item4_Father_Year5" "pmm" "Depression_Total_Father"
"8" 2 1 "Coparent_item5_Father_Year5" "pmm" "Depression_Total_Father"
"9" 2 1 "Coparent_item6_Father_Year5" "pmm" "Depression_Total_Father"
"10" 2 1 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"11" 2 1 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father"
"12" 2 1 "Coparent_item8_Father_Year5" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"13" 2 1 "Coparent_item1_Mother_Year5" "pmm" "Depression_Total_Mother"
"14" 2 1 "Coparent_item2_Mother_Year5" "pmm" "Depression_Total_Mother"
"15" 2 1 "Coparent_item3_Mother_Year5" "pmm" "Depression_Total_Mother"
"16" 2 1 "Coparent_item4_Mother_Year5" "pmm" "Depression_Total_Mother"
"17" 2 1 "Coparent_item5_Mother_Year5" "pmm" "Depression_Total_Mother"
"18" 2 1 "Coparent_item6_Mother_Year5" "pmm" "Depression_Total_Mother"
"19" 2 1 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother, Depression_Total_Mother"
"20" 2 1 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother, Depression_Total_Mother"
"21" 2 1 "Depression_item1_Father_Year5" "pmm" "Coparent_Total_Father"
"22" 2 1 "Depression_item2_Father_Year5" "pmm" "Coparent_Total_Father"
"23" 2 1 "Depression_item3_Father_Year5" "pmm" "Coparent_Total_Father"
"24" 2 1 "Depression_item4_Father_Year5" "pmm" "Coparent_Total_Father"
"25" 2 1 "Depression_item5_Father_Year5" "pmm" "Coparent_Total_Father"
"26" 2 1 "Depression_item6_Father_Year5" "pmm" "Coparent_Total_Father"
"27" 2 1 "Depression_item1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"28" 2 1 "Depression_item2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"29" 2 1 "Depression_item3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"30" 2 1 "Depression_item4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"31" 2 1 "Depression_item5_Mother_Year5" "pmm" "Coparent_Total_Mother"
"32" 2 1 "Depression_item6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"33" 2 1 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"34" 2 2 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"35" 2 2 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"36" 2 2 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father"
"37" 2 2 "FathersPoverty_Father_Baseline" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"38" 2 2 "Coparent_item1_Father_Year5" "pmm" "Depression_Total_Father"
"39" 2 2 "Coparent_item2_Father_Year5" "pmm" "Depression_Total_Father"
"40" 2 2 "Coparent_item3_Father_Year5" "pmm" "Depression_Total_Father"
"41" 2 2 "Coparent_item4_Father_Year5" "pmm" "Depression_Total_Father"
"42" 2 2 "Coparent_item5_Father_Year5" "pmm" "Depression_Total_Father"
"43" 2 2 "Coparent_item6_Father_Year5" "pmm" "Depression_Total_Father"
"44" 2 2 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"45" 2 2 "Coparent_item7_Father_Year5" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"46" 2 2 "Coparent_item8_Father_Year5" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"47" 2 2 "Coparent_item1_Mother_Year5" "pmm" "Depression_Total_Mother"
"48" 2 2 "Coparent_item2_Mother_Year5" "pmm" "Depression_Total_Mother"
"49" 2 2 "Coparent_item3_Mother_Year5" "pmm" "Depression_Total_Mother"
"50" 2 2 "Coparent_item4_Mother_Year5" "pmm" "Depression_Total_Mother"
"51" 2 2 "Coparent_item5_Mother_Year5" "pmm" "Depression_Total_Mother"
"52" 2 2 "Coparent_item6_Mother_Year5" "pmm" "Depression_Total_Mother"
"53" 2 2 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"54" 2 2 "Coparent_item7_Mother_Year5" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
"55" 2 2 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother, Depression_Total_Mother"
"56" 2 2 "Depression_item1_Father_Year5" "pmm" "Coparent_Total_Father"
"57" 2 2 "Depression_item2_Father_Year5" "pmm" "Coparent_Total_Father"
"58" 2 2 "Depression_item3_Father_Year5" "pmm" "Coparent_Total_Father"
"59" 2 2 "Depression_item4_Father_Year5" "pmm" "Coparent_Total_Father"
"60" 2 2 "Depression_item5_Father_Year5" "pmm" "Coparent_Total_Father"
"61" 2 2 "Depression_item6_Father_Year5" "pmm" "Coparent_Total_Father"
"62" 2 2 "Depression_item1_Mother_Year5" "pmm" "Coparent_Total_Mother"
"63" 2 2 "Depression_item2_Mother_Year5" "pmm" "Coparent_Total_Mother"
"64" 2 2 "Depression_item3_Mother_Year5" "pmm" "Coparent_Total_Mother"
"65" 2 2 "Depression_item4_Mother_Year5" "pmm" "Coparent_Total_Mother"
"66" 2 2 "Depression_item5_Mother_Year5" "pmm" "Coparent_Total_Mother"
"67" 2 2 "Depression_item6_Mother_Year5" "pmm" "Coparent_Total_Mother"
"68" 2 2 "FatherRace_Father_Baseline" "polyreg" "Coparent_Total_Father"
"69" 2 3 "FathersAge_Father_Baseline" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"70" 2 3 "FathersEdu_Father_Baseline" "polyreg" "Coparent_Total_Father"
"71" 2 3 "FathersPoverty_Father_Baseline" "pmm" "Coparent_Total_Father, Depression_Total_Father"
"72" 2 3 "Coparent_item1_Father_Year5" "pmm" "Depression_Total_Father"
"73" 2 3 "Coparent_item2_Father_Year5" "pmm" "Depression_Total_Father"
"74" 2 3 "Coparent_item3_Father_Year5" "pmm" "Depression_Total_Father"
"75" 2 3 "Coparent_item4_Father_Year5" "pmm" "Depression_Total_Father"
"76" 2 3 "Coparent_item5_Father_Year5" "pmm" "Depression_Total_Father"
"77" 2 3 "Coparent_item6_Father_Year5" "pmm" "Depression_Total_Father"
"78" 2 3 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"79" 2 3 "Coparent_item7_Father_Year5" "pmm" "mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
